target	first_context	second_context	label	comment	pos	first_word	first_position	second_word	second_position	
hanrej	Georges Dandin er Molieres ynkeligste helt, og spillet om ham en barsk og grundig latterliggørelse af denne stakkels hanrej	en rasende ægtemand, som han havde gjort til hanrej, dræbte ham	same_sense	1452	sb.	hanrej	(117, 123)	hanrej	(45, 51)	1
hareskår	Hareskår er en gammel betegnelse, som de fleste bruger af ren uvidenhed, men som opfattes som sårende af læbeganespaltede	[hun blev] opereret for hareskår. I dag er Hebbe lige så smuk som sine jævnaldrende	same_sense	1453	sb.	Hareskår	(0, 8)	hareskår	(24, 32)	1
hastighed	på grund af den høje hastighed mistede [han] kontrollen over bilen	Skibe .. bliver losset, tanket op og fyldt med madding med samme hastighed og effektivitet som en jumbojet i en international lufthavn	same_sense	1456	sb.	hastighed	(21, 30)	hastighed	(65, 74)	1
hat	Bjørn var en elegantier. Han var en flot mand med cigar, hat og paraply	danskeren ser på ham, letter på hatten og siger: "g'aften, godaften"	same_sense	1459	sb.	hat	(57, 60)	hatten	(32, 38)	1
have	Hver dag er børnene ude at lege i haven	Han går altid i haven, han klipper buske og hække, slår græsset, river bedene meget omhyggeligt	same_sense	1460	sb.	haven	(34, 39)	haven	(16, 21)	1
hegn	køerne stod og gloede efter ham bag deres hegn	tyvene kom ind ved at klippe hul i hegnet	same_sense	1461	sb.	hegn	(42, 46)	hegnet	(35, 41)	1
helbred	En stor del af stofferne i tobaksrøgen er kræftfremkaldende eller på anden måde skadelig for helbredet	Fire timers gang om ugen er med til at bevare dit helbred	same_sense	1464	sb.	helbredet	(93, 102)	helbred	(50, 57)	1
held	Vi lejede en båd og havde det held, at det var herligt vejr og havblik	med en smule held [bliver vi] nr. 5 ved disse B-verdensmesterskaber	same_sense	1465	sb.	held	(30, 34)	held	(13, 17)	1
helliggørelse	Det centrale i den sakramentale handling er, at der sker en helliggørelse	De ældgamle symboler på det københavnske toraskab er altså en mindelse om templet i Jerusalem og helliggørelsen af loven, Guds ord	same_sense	1468	sb.	helliggørelse	(60, 73)	helliggørelsen	(97, 111)	1
helse	[hendes] helse var nedslidt af årelang kamp mod astma	Han .. satte liv og helse på spil i kampen mod undertrykkelse	same_sense	1471	sb.	helse	(9, 14)	helse	(20, 25)	1
hengivenhed	Prøv at vise din hengivenhed for partneren mere i handling end i ord	de hellige selvplagere andre steder benytter [smerter] for at bevise deres hengivenhed for Gud	same_sense	1474	sb.	hengivenhed	(17, 28)	hengivenhed	(75, 86)	1
henseende	Fransk topfodbold rangerer i både teknisk og fysisk henseende meget langt over standarden hjemme i Superligaen	Det er, som om talesproget i visse henseender lever sit eget liv uafhængigt af skriftsproget	same_sense	1477	sb.	henseende	(52, 61)	henseender	(35, 45)	1
hensigt	Det havde hele tiden været hendes hensigt at lægge en blomst på faderens grav i anledning af højtiden	Det er lokalplanens hensigt, at der .. skal ledes trafik ind til centrets parkeringspladser på en naturlig måde	same_sense	1478	sb.	hensigt	(34, 41)	hensigt	(20, 27)	1
hensyn	Hjælpen ydes efter behov under hensyn til din egen formåen og muligheder for at klare dig i hverdagen	Sprogskolens hold sammensættes uden hensyn til køn, alder eller nationalitet	same_sense	1481	sb.	hensyn	(31, 37)	hensyn	(36, 42)	1
hentydning	Den eneste hentydning til hans korpus var navnet. Fotto betød Fede Otto	".. op og ned er lige langt," sagde bankfolkene optimistisk med hentydning til, at kurserne nogle år stiger, andre år falder	same_sense	1484	sb.	hentydning	(11, 21)	hentydning	(64, 74)	1
herskesyge	Våben, profit og herskesyge er de stærkes redskaber og motivation til at holde andre nede i skidtet	Forestillingen fokuserer på Jeppe og hans fortvivlelse, lykke, glæde, herskesyge, dødsangst og livsglæde	same_sense	1485	sb.	herskesyge	(17, 27)	herskesyge	(70, 80)	1
hertug	Christian IV [skrev] til sin svoger hertug Johan Adolf af Gottorp	Prins Philip, hertug af Edinburgh	same_sense	1488	sb.	hertug	(36, 42)	hertug	(14, 20)	1
hest	Der kom Mads Jensen med sine to røde heste, de var blevet striglet og skinnede i solen	Rytterne standsede, da den forreste af dem hævede hånden. Hans hest stejlede og vrinskede	same_sense	1489	sb.	heste	(37, 42)	hest	(63, 67)	1
hindring	En af de største hindringer for kvinders ligestilling er kvinders manglende viden om egne rettigheder, mener Dansk Kvindesamfund	Ensom, lidt genert fyr på 28/184/92 søger pige på 25-30 år. Et enkelt barn ingen hindring	same_sense	1490	sb.	hindringer	(17, 27)	hindring	(81, 89)	1
hjemegn	Mange bønder blev bragt i en håbløs gæld og måtte stikke af fra deres hjemegn og familie	Selvom flamenco-dansens hjemegn er Andalusien, er den af natur meget orientalsk	same_sense	1493	sb.	hjemegn	(70, 77)	hjemegn	(24, 31)	1
hjemmebryg	Det er mere reglen end undtagelsen, at vi finder ulovlig hjemmebryg hos de indsatte	Jeg ville gerne brygge billigere øl. Så jeg lavede hjemmebryg i 50-liters-dunke, som nogle begyndte at sende rundt i verden	same_sense	1494	sb.	hjemmebryg	(57, 67)	hjemmebryg	(51, 61)	1
hjertebanken	Svedige håndflader, dårlig mave og høj hjertebanken. Vi har alle været der. Eksamensperioden på studiet er en udfordrende tid	moderne byggeri, stil og dansk design. Det hele oser af Danmark, så man næsten får helt hjertebanken	same_sense	1500	sb.	hjertebanken	(39, 51)	hjertebanken	(88, 100)	1
hjerter	Et moderne spil har 52 kort fordelt i to sorte grupper: spar og klør, og to røde: hjerter og ruder	hver spiller taber 1 point for hver hjerter, som han får hjem	same_sense	1515	sb.	hjerter	(82, 89)	hjerter	(36, 43)	1
hjertestop	Han havde pludselig fået hjertestop og var først blevet reddet i allersidste øjeblik, da ambulancefolkene gav ham hjertemassage	Det er altafgørende for patientens chance for overlevelse, at hjertestoppet opdages tidligt, og at der tidligt udføres livreddende førstehjælp, blandt andet ved brug af hjertestarter	same_sense	1516	sb.	hjertestop	(25, 35)	hjertestoppet	(62, 75)	1
hjælpemiddel	Kontaktlinser er et effektivt optisk hjælpemiddel for mange mennesker med synsproblemer	På vore meget korte teorikurser har vi ingen læseferie og ingen hjælpemidler til eksamen	same_sense	1517	sb.	hjælpemiddel	(37, 49)	hjælpemidler	(64, 76)	1
hobby	Mindst en gang om ugen har enhver avis med respekt for sig selv nogle sider om hobby	filatelien er verdens mest udbredte hobby	same_sense	1518	sb.	hobby	(79, 84)	hobby	(36, 41)	1
hofte	Hun gik let fjedrende, med et lille svaj i ryggen og en rytmisk vuggen i hofterne	Slidgigt i hofter og knæ giver mange problemer i dagligdagen	same_sense	1519	sb.	hofterne	(73, 81)	hofter	(11, 17)	1
hokuspokus	Det er en normal del af efterforskningen, at vi går rundt med hunde i området. Det er der ikke noget hokuspokus i	Jeg var meget skeptisk til at starte med og tænkte, at det var noget hokuspokus. Men da jeg undersøgte det nærmere, tænkte jeg, at nu giver jeg det sgu en chance	same_sense	1522	sb.	hokuspokus	(101, 111)	hokuspokus	(69, 79)	1
homofobi	vi er enige om at give det røde kort til homofobien og sparke den ud af vores haller og stadioner, nøjagtig som vi tidligere har gjort det med racistiske ytringer	3,2 pct. af de over 500 adspurgte mænd bekræfter, at de lider af homofobi — angst for homoseksuelle	same_sense	1528	sb.	homofobien	(41, 51)	homofobi	(65, 73)	1
honning	Få ting kan sammenlignes med at sætte tænderne i et stykke franskbrød med egen nyslynget honning på	Honning tager farve, duft og smag fra de blomster, den kommer fra	same_sense	1531	sb.	honning	(89, 96)	Honning	(0, 7)	1
hormonbehandling	Caroline sættes i gang med en hormonbehandling, der stimulerer ægproduktionen	WTO er på vej til at underkende EU's afvisning af at importere oksekød fremstillet gennem hormonbehandling	same_sense	1532	sb.	hormonbehandling	(30, 46)	hormonbehandling	(90, 106)	1
hospital	Cyklisten pådrog sig alvorlige skader og blev straks indlagt på hospitalet	På enkelte amerikanske hospitaler har lægerne i flere år benyttet computere til at levere en "second opinion" i undersøgelser for brystkræft	same_sense	1542	sb.	hospitalet	(64, 74)	hospitaler	(23, 33)	1
hotpants	Hotpants i blød stretch med små lynlåse i benene til 399 kr.	Jeg har stået på barrikaderne i hotpants og lange støvler for at demonstrere for ligestilling	same_sense	1548	sb. pl.	Hotpants	(0, 8)	hotpants	(32, 40)	1
hottentot	hottentot var noget, hollænderne i det sydlige Afrika kaldte alle sorte	Betegnelser som 'neger' og 'hottentot' er et levn fra kolonitiden, som både er stødende og utidssvarende. Sådan er opfattelsen på Statens Museum for Kunst, hvor man har fjernet ordene på 14 af museets kunstværker til fordel for ordet afrikaner	same_sense	1554	sb.	hottentot	(0, 9)	hottentot	(28, 37)	1
hovedtelefon	Pludselig hørte Bell tydeligt en svirpen i sine hovedtelefoner .. Næste dag var telefonen en kendsgerning	Du kan lytte til to sange samtidig med hovedtelefoner. Den ene sang kommer i højre hovedtelefon, den anden i venstre	same_sense	1569	sb.	hovedtelefoner	(48, 62)	hovedtelefoner	(39, 53)	1
hovedvægt	Herbert Pierson har forsket i sammenhængen mellem kost og sygdom i årevis med hovedvægten på kræftsygdomme	I faget socialpsykologi lægges hovedvægten på, hvordan smågrupper fungerer	same_sense	1572	sb.	hovedvægten	(78, 89)	hovedvægten	(31, 42)	1
hulrum	Fuglene yngler i huler eller revner i fjeldet eller hulrum under store sten	Det indre øre består af en række kanaler og hulrum omgivet af knoglevæv og indeholdende såkaldt perilymfe	same_sense	1573	sb.	hulrum	(52, 58)	hulrum	(44, 50)	1
humaniora	Humaniora drejer sig .. om kulturforståelse og formidling. Ting som erhvervslivet netop i disse år har forstået betydningen af	vi betragter humanioraen som samfundets kritiske bevidsthed om sig selv	same_sense	1574	sb.	Humaniora	(0, 9)	humanioraen	(13, 24)	1
humor	Man kan også sige, at humor er en protest mod livets meningsløshed. Eller en sikkerhedsventil mod fanatisme og fastlåste ideer	Victor Jaras sange er blide, poetiske og fulde af humor	same_sense	1575	sb.	humor	(22, 27)	humor	(50, 55)	1
humørsyge	Hans humørsyge, hans overforbrug af piller og alkohol var svært at kapere, siger hans søster	Hun gør humørsygen til en kvalitet, hvor den ellers fremstilles som en fejl, en psykologisk absurditet eller abnormitet	same_sense	1578	sb.	humørsyge	(5, 14)	humørsygen	(8, 18)	1
hundefører	Det fascinerende ved at være hundefører er, at hvis man forstår at fremkalde samspillet mellem sin hund og én selv, er man en enhed	Susanne og hunden Louie har trænet i et år for at blive hundefører og narkohund hos Skat	same_sense	1584	sb.	hundefører	(29, 39)	hundefører	(56, 66)	1
hundrede	et hønsehold på et hundrede stykker .. kunne give en god ekstraindtægt dengang	tre mennesker blev dræbt, mindst 25 såret og hundreder gjort hjemløse	same_sense	1590	sb.	hundrede	(19, 27)	hundreder	(45, 54)	1
husdyr	Blandt husdyrene var kvæg, heste, svin og får almindelige	Du ved jo, at far ikke kan tåle katte og hunde. Han kan ikke få vejret, hvis han er i stue med husdyr	same_sense	1591	sb.	husdyrene	(7, 16)	husdyr	(95, 101)	1
huskeseddel	Dagens huskeseddel lød på: Købe ind, bage rugbrød, bage leverpostej, vaske tøj og .. have ændret efternavn	Lav en huskeseddel eller reminder på din telefon eller pc, fx et pop op-vindue på din pc	same_sense	1592	sb.	huskeseddel	(7, 18)	huskeseddel	(7, 18)	1
husleje	Hvis hun ikke har betalt huslejen i morgen aften, bliver hun smidt ud	Regeringspartierne har brudt deres valgløfter om stop for stigende huslejer for såvel lejere som ejere	same_sense	1595	sb.	huslejen	(25, 33)	huslejer	(67, 75)	1
husmor	En travl husmor med 2 små børn har nok at gøre hver eneste dag	Hun holder af at lave mad, men indrømmer, at hun langtfra er den perfekte husmor	same_sense	1596	sb.	husmor	(9, 15)	husmor	(74, 80)	1
hustru	Opdrag din datter på den måde, du og din hustru finder rigtig	Min hustru er også lige gået på pension, så vi har da også planer om at komme lidt mere ud at rejse	same_sense	1597	sb.	hustru	(41, 47)	hustru	(4, 10)	1
husven	De har kun kendt hinanden et par måneder, da de begynder at dyrke gruppesex med et andet ægtepar, som Birger tidligere har været husven hos	Min mor havde været husven med et ægtepar gennem en halv snes år, og hun kom hjemmevant i deres familie med tre børn	same_sense	1600	sb.	husven	(129, 135)	husven	(20, 26)	1
hvede	Hveden står flot og glinsende grøn dette forår på trods af maj måneds kulde	[skibet] lagde søndag sikkert til kaj i Somalias hovedstad Mogadishu med 3000 tons hvede	same_sense	1601	sb.	Hveden	(0, 6)	hvede	(83, 88)	1
hvedebrødsdage	Dalat er kåret som Asiens mest romantiske by, og det er hertil brudeparrene valfarter for at tilbringe hvedebrødsdagene	Skuespillerparret nåede at fejre guldbryllup, og de fortalte altid, at deres ægteskab gennem alle årene var lige så lykkeligt som i hvedebrødsdagene	same_sense	1602	sb. pl.	hvedebrødsdagene	(103, 119)	hvedebrødsdagene	(132, 148)	1
hvile	Vi kender alle vigtigheden af hvile efter en hård dags arbejde	Lev regelmæssigt med passende søvn og hvile	same_sense	1608	sb.	hvile	(30, 35)	hvile	(38, 43)	1
hvin	Han følte sig i godt humør, kunne endnu høre børnenes frydefulde hvin, når han kastede dem op i luften	Patruljevognen standsede med et hvin foran villaen	same_sense	1618	sb.	hvin	(65, 69)	hvin	(32, 36)	1
hygge	Efter en times tid med te og hygge, trak gæsterne sig tilbage til deres respektive værelser for at hvile	Der var en stor kakkelovn som gav dejlig varme og hygge	same_sense	1619	sb.	hygge	(29, 34)	hygge	(50, 55)	1
hylde	på hylderne i den mørkbejdsede reol står pokalerne og trofæerne	Gå op i køkkenet og hent de to dåsecolaer, der står på anden hylde i køleskabet	same_sense	1620	sb.	hylderne	(3, 11)	hylde	(61, 66)	1
hytte	hovedgevinsten er en uge i en hytte i Sverige for hele familien	den 13-årige Jonas .. løber hjemmefra og gemmer sig i en hytte ude i skoven et stykke tid	same_sense	1621	sb.	hytte	(30, 35)	hytte	(57, 62)	1
hæder	Håndværkerne drager fra sogn til sogn og vinder sig hæder på godt arbejde	han fik en flot orden og titlen "Knight of the British Empire". Det er den fornemste hæder, en ikke-englænder kan opnå i England	same_sense	1624	sb.	hæder	(52, 57)	hæder	(85, 90)	1
hændelse	Han havde hørt om mange forunderlige hændelser og vidste besked med jærtegn og varsler	Sandsynligheden for visse hændelser kan forudsiges rent statistisk, mere eller mindre sikkert	same_sense	1625	sb.	hændelser	(37, 46)	hændelser	(26, 35)	1
høstak	den nat sov [vi] i en høstak efter at have spist det sidste af den proviant, vi havde med hjemmefra	Nillers frisure .. minder mest om en høstak med proptrækkerkrøller	same_sense	1626	sb.	høstak	(22, 28)	høstak	(37, 43)	1
håb	afgiftslettelsen gav branchen håb om et nyt marked. Men det håb brast hurtigt igen	Det er vores håb, at denne artikel kan bidrage til at skabe større indsigt i det komplicerede område	same_sense	1627	sb.	håb	(30, 33)	håb	(13, 16)	1
hårvækst	Jeg har megen hårvækst på mine ben, som jeg rigtig gerne vil af med	Planterne kan have hårvækst andre steder end på bladene	same_sense	1630	sb.	hårvækst	(14, 22)	hårvækst	(19, 27)	1
idé	Han er et meget dynamisk menneske og fuld af ideer, har altid nye forslag til projekter med	På udstillingerne kan man få en idé om i hvilken retning skandinavisk møbeldesign bevæger sig	same_sense	1631	sb.	ideer	(45, 50)	idé	(32, 35)	1
idiot	Hvem var den idiot, der sammenlignede sne med dun eller fjer? Sne er noget, der river som torne i ansigtet	Jeg ved ikke, hvad der får dig til at virke som en idiot, men det er også lige meget — det virker	same_sense	1646	sb.	idiot	(13, 18)	idiot	(51, 56)	1
illusion	små juletræer tegnes med chokolade fra et kræmmerhus, før desserten drysses med flormelis, som giver illusionen af sne	Jeg gør mig ingen illusioner om at vinde, men stiler alene efter at præstere det bedst mulige	same_sense	1656	sb.	illusionen	(101, 111)	illusioner	(18, 28)	1
