idx	target	pos	first_context	first_word	first_position	second_context	second_word	second_position	label
1437	brønd	sb.	Hver landsby havde sin egen brønd. Her hentede kvinderne vand hver dag	brønd	(28, 33)	Olieudvindingsdivisionen har også fundet tegn på olie i en ny brønd i den danske del af Nordsøen	brønd	(62, 67)	different_sense
1438	brønd	sb.	Hver landsby havde sin egen brønd. Her hentede kvinderne vand hver dag	brønd	(28, 33)	Drænet skal lægges med fald mod brøndene	brøndene	(32, 40)	different_sense
1439	brønd	sb.	Olieudvindingsdivisionen har også fundet tegn på olie i en ny brønd i den danske del af Nordsøen	brønd	(62, 67)	Drænet skal lægges med fald mod brøndene	brøndene	(32, 40)	different_sense
1441	bud	sb.	Myndighederne har .. ikke noget klart bud på årsagen til styrtet	bud	(38, 41)	Legend er et godt japansk bud på en eksklusiv luksusbil i europæisk stil	bud	(26, 29)	same_sense
1444	bud	sb.	Bagerens bud havde været der med kryddere	bud	(9, 12)	vi ønsker .. fortsat at få netop vore samvittighedsfulde bude til at dele lokal-avisen om hver onsdag	bude	(57, 61)	same_sense
1440	bud	sb.	Kirkegængerne sparede ikke på buddene, da der efter høstgudstjenesten .. blev holdt auktion over de medbragte afgrøder	buddene	(30, 37)	i HT stiller [vi] en række krav til de vognmænd, som vil give bud på vores buskørsel	bud	(62, 65)	same_sense
1447	bud	sb.	Kirkegængerne sparede ikke på buddene, da der efter høstgudstjenesten .. blev holdt auktion over de medbragte afgrøder	buddene	(30, 37)	Legend er et godt japansk bud på en eksklusiv luksusbil i europæisk stil	bud	(26, 29)	different_sense
1474	bud	sb.	vi ønsker .. fortsat at få netop vore samvittighedsfulde bude til at dele lokal-avisen om hver onsdag	bude	(57, 61)	Et nyt bud giver jeg jer: I skal elske hinanden. Som jeg har elsket jer, skal også I elske hinanden	bud	(7, 10)	different_sense
1464	bud	sb.	Mange mener, at [Hillary Clinton] er et godt bud på USAs første kvindelige præsident	bud	(45, 48)	Bagerens bud havde været der med kryddere	bud	(9, 12)	different_sense
1476	budget	sb.	Regeringen har i dag fremlagt statens budget for næste år. Det indeholder udgifter for 326 milliarder kroner	budget	(38, 44)	Uden at slå bunden ud af budgettet kan man godt stille et større bord an til årets studenter	budgettet	(25, 34)	different_sense
1478	bue	sb.	Belgierne fik hjørnespark og bolden strøg i en bue ind mod mål	bue	(47, 50)	den stærke og bæredygtige romerske bue kan føres tilbage til [etruskernes] arkitektur	bue	(35, 38)	different_sense
1480	bue	sb.	Han gik foroverbøjet, altid bevæbnet med bue og pil	bue	(41, 44)	den stærke og bæredygtige romerske bue kan føres tilbage til [etruskernes] arkitektur	bue	(35, 38)	different_sense
1481	bue	sb.	Han gik foroverbøjet, altid bevæbnet med bue og pil	bue	(41, 44)	der [var] en fandenivoldskhed over spillet, når bue og fingre for rundt på celloen	bue	(48, 51)	different_sense
1483	buffet	sb.	Ved de fleste konferencer får man en buffet, og det er stort set den samme mad, man får alle steder	buffet	(37, 43)	han fik foræret sin mors gamle buffet af en broderdatter, som ikke længere havde plads til den	buffet	(31, 37)	different_sense
1484	bugt	sb.	De sejlede ind i en bugt, som var omkranset med siv, og lagde til ved en bådebro inderst i bugten	bugt	(20, 24)	Fra havnen havde vi .. udsyn over bugtens høje, blånende bjerge	bugtens	(34, 41)	same_sense
1485	bugt	sb.	De sejlede ind i en bugt, som var omkranset med siv, og lagde til ved en bådebro inderst i bugten	bugt	(20, 24)	Efter mange bugter og sving kom haren omsider lige spidst på mig	bugter	(12, 18)	different_sense
1486	bugt	sb.	Fra havnen havde vi .. udsyn over bugtens høje, blånende bjerge	bugtens	(34, 41)	Efter mange bugter og sving kom haren omsider lige spidst på mig	bugter	(12, 18)	different_sense
1487	bund	sb.	Hvis din opskrift bliver valgt, vinder du en dejlig Eva Trio gryde i rustfrit stål med en tyk varmeledende bund	bund	(107, 111)	Han vendte bunden i vejret på cognacflasken og tappede de absolut sidste dråber	bunden	(11, 17)	same_sense
1491	bund	sb.	For to år siden lå Liverpool i toppen af engelsk fodbold, mens Blackburn kæmpede for livet i bunden af den engelske 2. division	bunden	(93, 99)	Formanden for Danske Slagterier .. tror, at prisen på svin har nået bunden	bunden	(68, 74)	same_sense
1490	bund	sb.	Det vil være en god idé at anlægge en fast bund under pavillonen, fx af fliser	bund	(43, 47)	[en] nat faldt bunden ud af den seng, min ægtemand sov i	bunden	(15, 21)	same_sense
1507	bund	sb.	Han vendte bunden i vejret på cognacflasken og tappede de absolut sidste dråber	bunden	(11, 17)	Læg næste bund på og tryk den lidt ned i formen, så den let stivnede creme fordeles i et jævnt lag	bund	(10, 14)	different_sense
1494	bund	sb.	Han vendte bunden i vejret på cognacflasken og tappede de absolut sidste dråber	bunden	(11, 17)	Der var sort sand på karrets bund	bund	(29, 33)	different_sense
1544	bund	sb.	Helt nede i bunden af lokalet, der var fyldt med gammelt støvet isenkram, stod en gammel disk	bunden	(12, 18)	Formanden for Danske Slagterier .. tror, at prisen på svin har nået bunden	bunden	(68, 74)	different_sense
1555	bundt	sb.	Alle breve var kasseret, brændt undtagen et bundt med en snor omkring	bundt	(44, 49)	Muskelcellerne er samlet i bundter, som .. er omgivet af bindevævshinder	bundter	(27, 34)	same_sense
1557	bundt	sb.	10 bundter lækkert blødt norsk naturgarn i smukke farver til 170 kr.	bundter	(3, 10)	Muskelcellerne er samlet i bundter, som .. er omgivet af bindevævshinder	bundter	(27, 34)	same_sense
1553	bundt	sb.	Alle breve var kasseret, brændt undtagen et bundt med en snor omkring	bundt	(44, 49)	10 bundter lækkert blødt norsk naturgarn i smukke farver til 170 kr.	bundter	(3, 10)	same_sense
1560	bundt	sb.	10 bundter lækkert blødt norsk naturgarn i smukke farver til 170 kr.	bundter	(3, 10)	Når tv-stationer indkøber film, køber de dem som regel i store bundter	bundter	(63, 70)	different_sense
1559	bundt	sb.	Alle breve var kasseret, brændt undtagen et bundt med en snor omkring	bundt	(44, 49)	Når tv-stationer indkøber film, køber de dem som regel i store bundter	bundter	(63, 70)	different_sense
1561	bundt	sb.	lyset var igen anderledes. Det kom i bundter ned fra de høje, støvede vinduer	bundter	(37, 44)	Når tv-stationer indkøber film, køber de dem som regel i store bundter	bundter	(63, 70)	different_sense
1563	bunke	sb.	Sneen lå i bunker langs fortovene, porøs og beskidt	bunker	(11, 17)	Hvem har smidt en bunke tøj her?	bunke	(18, 23)	same_sense
1564	bunke	sb.	Sneen lå i bunker langs fortovene, porøs og beskidt	bunker	(11, 17)	Hun ser op på Anders, som sorterer bøgerne i bunker	bunker	(45, 51)	same_sense
1565	bunke	sb.	Hvem har smidt en bunke tøj her?	bunke	(18, 23)	Hun ser op på Anders, som sorterer bøgerne i bunker	bunker	(45, 51)	same_sense
1566	bunke	sb.	Sneen lå i bunker langs fortovene, porøs og beskidt	bunker	(11, 17)	Mange af de større hoteller har modtaget bunker af afbud fra store udenlandske grupper	bunker	(41, 47)	different_sense
1567	bunke	sb.	Hvem har smidt en bunke tøj her?	bunke	(18, 23)	Mange af de større hoteller har modtaget bunker af afbud fra store udenlandske grupper	bunker	(41, 47)	different_sense
1568	bunke	sb.	Hun ser op på Anders, som sorterer bøgerne i bunker	bunker	(45, 51)	Mange af de større hoteller har modtaget bunker af afbud fra store udenlandske grupper	bunker	(41, 47)	different_sense
1569	bur	sb.	Bure og volierer skal tilgodese dyrenes behov for fødesøgning, bevægelse, skjul, flugtreaktion og hvileadfærd	Bure	(0, 4)	Peter den Stores største styrke er hans motivation og koncentrationsevne. Alt andet er lukket ude, når Schmeichel står inde i sit bur	bur	(130, 133)	different_sense
1570	bureau	sb.	Hver dag henvender otte til ti piger eller mænd sig til bureauet, men gennemsnitlig prøvefotograferes en til to om måneden	bureauet	(56, 64)	For kort tid siden mødte bevæbnet politi op her på bureauet, fordi vi er blevet politianmeldt for vores sidste Ikea-kampagne	bureauet	(51, 59)	different_sense
1571	bureaukrati	sb.	Regeljunglen og bureaukratiet skal erstattes af enkelhed og respekt for den arbejdsløse	bureaukratiet	(16, 29)	bureaukratiet er tillagt .. omfattende beføjelser over for såvel parlament som regering	bureaukratiet	(0, 13)	different_sense
1572	by	sb.	Jeg elsker Danmark og kender ikke en smukkere by end København	by	(46, 48)	på et tidspunkt var det jo 'moderne' at flytte til byen og arbejde på fabrik	byen	(51, 55)	same_sense
1575	by	sb.	Jeg elsker Danmark og kender ikke en smukkere by end København	by	(46, 48)	Linje 1 kørte .. ind til byen med alle forretningerne	byen	(25, 29)	different_sense
1577	by	sb.	[udgangsforbuddet] fik hele byen til at gå i strejke	byen	(28, 32)	Linje 1 kørte .. ind til byen med alle forretningerne	byen	(25, 29)	different_sense
1573	by	sb.	Jeg elsker Danmark og kender ikke en smukkere by end København	by	(46, 48)	[udgangsforbuddet] fik hele byen til at gå i strejke	byen	(28, 32)	different_sense
1578	byge	sb.	I morgen kommer der byger, måske med torden og hagl	byger	(20, 25)	partiets medlemmer af udvalget stiller byger af spørgsmål til ministeren	byger	(39, 44)	different_sense
1579	bygning	sb.	Karl går forbi Carlsberg Imperiets vældige bygninger med tårne og elefanter og mosaikker	bygninger	(43, 52)	bygningen af dæmningen ville give arbejde til 500 personer	bygningen	(0, 9)	different_sense
1580	bygning	sb.	Karl går forbi Carlsberg Imperiets vældige bygninger med tårne og elefanter og mosaikker	bygninger	(43, 52)	Anja er ikke høj af bygning, men har et højt humør!	bygning	(20, 27)	different_sense
1581	bygning	sb.	bygningen af dæmningen ville give arbejde til 500 personer	bygningen	(0, 9)	Anja er ikke høj af bygning, men har et højt humør!	bygning	(20, 27)	different_sense
1582	byld	sb.	hans ansigt havde været dækket af røde bylder, og han hostede blod ud over gulvtæppet	bylder	(39, 45)	Skat er en sygdom. En ond byld, der breder sig, siger Steve Howe	byld	(26, 30)	different_sense
1583	bylt	sb.	Det er nogle ordentlige bylter vasketøj vaskeriet henter hver dag	bylter	(24, 30)	Sammenrullet i skyggen af en port lå en uformelig bylt .. det var en clochard, en af Paris' utallige vagabonder	bylt	(50, 54)	different_sense
1584	byrde	sb.	Rokarlene måtte vandre mange gange frem og tilbage med deres byrder, så lå hele lasten på stranden	byrder	(61, 67)	Kommunerne må påtage sig en meget tung del af byrderne i forbindelse med at skaffe beskæftigelse til det rekordstore antal arbejdsløse	byrderne	(46, 54)	different_sense
1588	bytte	sb.	Ifølge Sharon Stone er unge fyre let bytte — og hun ved, hvad hun taler om	bytte	(37, 42)	Hun er så inderlig træt af mænd, som regner hende for et let og taknemmeligt bytte, bare fordi hun er skilt	bytte	(77, 82)	same_sense
1597	bytte	sb.	Køb, salg og bytte af genbrugsting foregår i stigende grad via sociale medier	bytte	(13, 18)	man søgte en kamel til et bryllup, hvor brudens far på arabisk vis skulle have en kamel i bytte for sin datter	bytte	(90, 95)	same_sense
1593	bytte	sb.	Over 200.000 cd'er og grammofonplader loves til salg og bytte på Danmarks største pladebørs	bytte	(56, 61)	Køb, salg og bytte af genbrugsting foregår i stigende grad via sociale medier	bytte	(13, 18)	same_sense
1638	bytte	sb.	8. juni 793 landede vikinger på den engelske ø Lindisfarne, plyndrede det rige kloster og stak af med bytte og fanger	bytte	(102, 107)	Køb, salg og bytte af genbrugsting foregår i stigende grad via sociale medier	bytte	(13, 18)	different_sense
1635	bytte	sb.	Hun er så inderlig træt af mænd, som regner hende for et let og taknemmeligt bytte, bare fordi hun er skilt	bytte	(77, 82)	man søgte en kamel til et bryllup, hvor brudens far på arabisk vis skulle have en kamel i bytte for sin datter	bytte	(90, 95)	different_sense
1605	bytte	sb.	Jeg er opvokset på Grønland i en fangerkultur. Og når fangerne kommer hjem med et godt bytte, så bliver de fejret	bytte	(87, 92)	Hun er så inderlig træt af mænd, som regner hende for et let og taknemmeligt bytte, bare fordi hun er skilt	bytte	(77, 82)	different_sense
1640	bælte	sb.	Han var i uniformsbluse og spidsbukser, bredt bælte, skrårem og lange læderstøvler	bælte	(46, 51)	Rex' store drøm er at få det sorte bælte i karate	bælte	(35, 40)	same_sense
1641	bælte	sb.	På Afrikas Horn og i et bælte tværs over kontinentets bug er brøndene tomme, dyrene døde, markerne ligger brak	bælte	(24, 29)	den tjæreagtige olie .. har lagt sig i et bredt bælte på 10-20 meter	bælte	(48, 53)	same_sense
1648	bælte	sb.	På Afrikas Horn og i et bælte tværs over kontinentets bug er brøndene tomme, dyrene døde, markerne ligger brak	bælte	(24, 29)	Personer, der lægges i bælte, må .. ikke lades alene. De skal have ret til en fast vagt eller være under stadigt opsyn	bælte	(23, 28)	different_sense
1644	bælte	sb.	Rex' store drøm er at få det sorte bælte i karate	bælte	(35, 40)	På Afrikas Horn og i et bælte tværs over kontinentets bug er brøndene tomme, dyrene døde, markerne ligger brak	bælte	(24, 29)	different_sense
1642	bælte	sb.	Han var i uniformsbluse og spidsbukser, bredt bælte, skrårem og lange læderstøvler	bælte	(46, 51)	På Afrikas Horn og i et bælte tværs over kontinentets bug er brøndene tomme, dyrene døde, markerne ligger brak	bælte	(24, 29)	different_sense
1650	bær	sb.	Maja Stina tog han afsked med i haven under hyldetræet, der nu bar klaser med sorte bær	bær	(84, 87)	Du skal af med bærret, skal du	bærret	(15, 21)	different_sense
1651	bøf	sb.	Min bøf .. var mør, medium stegt og serveret med en krydret kartoffelmos, sprøde haricot verts og babymajs i en skysauce	bøf	(4, 7)	Han købte nogle dyre bøffer og noget lækkert vin	bøffer	(21, 27)	same_sense
1652	bøf	sb.	Min bøf .. var mør, medium stegt og serveret med en krydret kartoffelmos, sprøde haricot verts og babymajs i en skysauce	bøf	(4, 7)	Mon han er klar med maden? — Hvad skal vi ha'? — Vi skal ha' bøf med løg og agurkesalat	bøf	(61, 64)	same_sense
1653	bøf	sb.	Han købte nogle dyre bøffer og noget lækkert vin	bøffer	(21, 27)	Mon han er klar med maden? — Hvad skal vi ha'? — Vi skal ha' bøf med løg og agurkesalat	bøf	(61, 64)	same_sense
1654	bøf	sb.	Min bøf .. var mør, medium stegt og serveret med en krydret kartoffelmos, sprøde haricot verts og babymajs i en skysauce	bøf	(4, 7)	bodybuilderen Arnold Schwarzenegger er i stand til med sine bøffer at trække omkring 130 kilo	bøffer	(60, 66)	different_sense
1655	bøf	sb.	Han købte nogle dyre bøffer og noget lækkert vin	bøffer	(21, 27)	bodybuilderen Arnold Schwarzenegger er i stand til med sine bøffer at trække omkring 130 kilo	bøffer	(60, 66)	different_sense
1656	bøf	sb.	Mon han er klar med maden? — Hvad skal vi ha'? — Vi skal ha' bøf med løg og agurkesalat	bøf	(61, 64)	bodybuilderen Arnold Schwarzenegger er i stand til med sine bøffer at trække omkring 130 kilo	bøffer	(60, 66)	different_sense
1657	bølge	sb.	Bølgerne skvulpede med jævne mellemrum mod skibssiden med små plask	Bølgerne	(0, 8)	turisterne .. forsøgte at holde sig fast, når de enorme bølger skyllede ind over skibet	bølger	(56, 62)	same_sense
1658	bølge	sb.	Attentatet har udløst en bølge af arrestationer	bølge	(25, 30)	En jublende fryd rislede gennem mig, en bølge af begær og lykke	bølge	(40, 45)	same_sense
1660	bølge	sb.	En jublende fryd rislede gennem mig, en bølge af begær og lykke	bølge	(40, 45)	I Egypten er den fattige befolknings utilfredshed tiltagende, og landet trues af en islamisk bølge	bølge	(93, 98)	same_sense
1664	bølge	sb.	Bølgerne skvulpede med jævne mellemrum mod skibssiden med små plask	Bølgerne	(0, 8)	En jublende fryd rislede gennem mig, en bølge af begær og lykke	bølge	(40, 45)	different_sense
1671	bølge	sb.	Hans Peters lyse hår lå i bølger og krøllede bag ørerne	bølger	(26, 32)	I Egypten er den fattige befolknings utilfredshed tiltagende, og landet trues af en islamisk bølge	bølge	(93, 98)	different_sense
